product_code,product_name,color,color_new,color_match
000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,Unknown,False
000333002022000,Xe đạp Thống Nhất Super 26 xanh,xanh,Unknown,False
000224002004000,Xe đạp Thống Nhất New 24 Đỏ tươi,Đỏ tươi,Unknown,False
000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,Unknown,False
000217002007000,Xe đạp Thống Nhất GN 06-26 Coban,Coban,Unknown,False
000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,Unknown,False
000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,Unknown,False
000225002004000,Xe đạp Thống Nhất New 26 Đỏ tươi,Đỏ tươi,Unknown,False
000331002004000,Xe đạp Thống Nhất MTB 26-02 Đỏ tươi,Đỏ tươi,Unknown,False
1030010000080000,Xe đạp Thống Nhất TE Batman12 Ghi,Ghi,Unknown,False
000131002007000,Xe đạp Thống Nhất GN 06 20 Coban,Coban,Unknown,False
000401002016002,"Xe đạp Thống Nhất Nữ Truyền thống Lốp 2 màu, Ngọc",Ngọc,Unknown,False
000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,Unknown,False
1000300050010000,Xe đạp Thống Nhất MTB SPD 27.5 ( Đen),Đen,Unknown,False
000218004005000,Xe đạp Thống Nhất GN 06-27 2.0 Pro Cam,Cam,Unknown,False
1000270020150000,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,Café/nâu,Unknown,False
1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,Unknown,False
000117002023000,Xe đạp thống nhất TE Bunny 16 Kem,Kem,Unknown,False
1000210020090000,Xe đạp Thống Nhất TE Love 12 Hồng,Hồng,Unknown,False
1000220020090000,Xe đạp Thống Nhất TE Love 16 Hồng,Hồng,Unknown,False
1040010000080000,Xe đạp Thống Nhất TE Batman16 Ghi,Ghi,Unknown,False
000218002007000,Xe đạp Thống Nhất GN 06-27 Coban,Coban,Unknown,False
000225002007000,Xe đạp Thống Nhất New 26 Coban,Coban,Unknown,False
000224002009000,Xe đạp Thống Nhất New 24 Hồng,Hồng,Unknown,False
000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,Unknown,False
000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,Unknown,False
000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,Unknown,False
000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,Unknown,False
000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,Unknown,False
000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,Unknown,False
000125002002000,Xe đạp Thống Nhất Puppy 20 Trắng,Trắng,Unknown,False
1000240020090000,Xe đạp Thống Nhất TE Bunny 16 Hồng,Hồng,Unknown,False
1000240020220000,Xe đạp Thống Nhất TE Bunny 16 Xanh dương,Xanh dương,Unknown,False
1000230020090000,Xe đạp Thống Nhất TE Bunny 12 Hồng,Hồng,Unknown,False
1000220020220000,Xe đạp Thống Nhất TE Love 16 Xanh dương,Xanh dương,Unknown,False
000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,Unknown,False
000333002001000,Xe đạp Thống Nhất Super 26 đen,đen,Unknown,False
1000300050080000,Xe đạp Thống Nhất MTB SPD 27.5 ( Ghi),Ghi,Unknown,False
000217003005000,Xe đạp Thống Nhất GN 06-26 2.0 Cam,Cam,Unknown,False
000218003008000,Xe đạp Thống Nhất GN 06-27 2.0 Ghi,Ghi,Unknown,False
000218003001000,Xe đạp Thống Nhất GN 06-27 2.0 Đen,Đen,Unknown,False
000218003005000,Xe đạp Thống Nhất GN 06-27 2.0 Cam,Cam,Unknown,False
000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,Unknown,False
000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,Unknown,False
000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,Unknown,False
000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,Unknown,False
000401002022000,"Xe đạp Thống Nhất Nữ Lốp đỏ, Xanh dương",Xanh dương,Unknown,False
000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,Unknown,False
000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,Unknown,False
000225002009000,Xe đạp Thống Nhất New 26 Hồng,Hồng,Unknown,False
000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,Unknown,False
000330002001000,Xe đạp Thống Nhất MTB 24-03 Đen,Đen,Unknown,False
000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,Unknown,False
000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,Unknown,False
000314002005000,Xe đạp Thống Nhất MTB 24-04 Tem cam,Tem cam,Unknown,False
1000340010090000,"Xe đạp Thống Nhất TE The Powerpuff Girls 12"" Hồng",Hồng,Unknown,False
1000250020050000,Xe đạp Thống Nhất TE Robot 16 Cam,Cam,Unknown,False
1000330010240000,"Xe đạp Thống Nhất The Powerpuff Girls 16"" Tím",Tím,Unknown,False
000124002009000,Xe đạp Thống Nhất Neo 2004 Hồng,Hồng,Unknown,False
1000320010090000,"Xe đạp Thống Nhất Wonder Woman 20"" Hồng",Hồng,Unknown,False
000227002009000,Xe đạp Thống Nhất LD 24-02 Hồng,Hồng,Unknown,False
000330002002200,Xe đạp Thống Nhất MTB 24-03 Xanh dương,Xanh dương,Unknown,False
000231003002000,Xe đạp Thống Nhất M2601 Trắng,Trắng,Unknown,False
000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,Unknown,False
000304002004000,Xe đạp Thống Nhất MTB 20-04 Tem đỏ,Tem đỏ,Unknown,False
000314002019000,Xe đạp Thống Nhất MTB 24-04 Tem vàng,vàng,Unknown,False
000217004005000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Cam,Cam,Unknown,False
000123002009000,Xe đạp Thống Nhất Neo 20-03 Hồng,Hồng,Unknown,False
1000250020220000,Xe đạp Thống Nhất TE Robot 16 Xanh dương,Xanh dương,Unknown,False
000314002020000,Xe đạp Thống Nhất MTB 24-04 Tem Xanh da trời,trời,Unknown,False
000217004008000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Ghi,Ghi,Unknown,False
000413002001000,Xe đạp Thống Nhất Highway 27.5 Đen bóng,bóng,Unknown,False
000413002003000,Xe đạp Thống Nhất Highway 27.5 Đỏ đun,Đỏ đun,Unknown,False
000413002022000,Xe đạp Thống Nhất Highway 27.5 Xanh dương,Xanh dương,Unknown,False
000208002007000,Xe đạp Thống Nhất 219-24 Coban,Coban,Unknown,False
000216002007000,Xe đạp Thống Nhất GN 06-24 Coban,Coban,Unknown,False
000216003005000,Xe đạp Thống Nhất GN 06-24 2.0 Cam,Cam,Unknown,False
100029005001000,Xe đạp Thống Nhất Touring Blade 700C Đen,Đen,Unknown,False
100029005020000,Xe đạp Thống Nhất Touring Blade 700C Xanh,Xanh,Unknown,False
000208002023000,Xe đạp Thống Nhất 219-24 Xanh Tím,Xanh Tím,Unknown,False
000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,Unknown,False
1000260020220000,Xe đạp Thống Nhất TE Spaceboy 12 Xanh dương,Xanh dương,Unknown,False
000335002013000,Xe đạp Thống Nhất Super 24 Xanh,Xanh,Unknown,False
000217002001000,Xe đạp Thống Nhất GN 06-26 Đen,Đen,Unknown,False
000218002001000,Xe đạp Thống Nhất GN 06-27 Đen,Đen,Unknown,False
000215004000000,Xe đạp Thống Nhất GN 05-27,05-27,Unknown,False
000335002001000,Xe đạp Thống Nhất Super 24 Đen,Đen,Unknown,False
000324000180000,Xe đạp Thống Nhất MTB 26-05_2023 Đen mờ,mờ,Unknown,False
000123002007000,Xe đạp Thống Nhất Neo 20-03 Coban,Coban,Unknown,False
000329002005000,Xe đạp Thống Nhất MTB 26-07 Tem cam,Tem cam,Unknown,False
000329002004001,Xe đạp Thống Nhất MTB 26-07 Tem đỏ,Tem đỏ,Unknown,False
1000350050220000,"Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Ghi",Ghi,Unknown,False
100028005020000,Xe đạp Thống Nhất MTB Cyper 27.5 Xanh,Xanh,Unknown,False
1050010000200000,Xe đạp Thống Nhất TE Super Man 12 Xanh,Xanh,Unknown,False
000217002003000,Xe đạp Thống Nhất GN 06-26 Đỏ đun,Đỏ đun,Unknown,False
000324000040000,Xe đạp Thống Nhất MTB 26-05_2023 Đỏ đun,Đỏ đun,Unknown,False
000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,Unknown,False
000231003005000,Xe đạp Thống Nhất M2601 Đen Tem cam,Tem cam,Unknown,False
000218004008000,Xe đạp Thống Nhất GN 06-27 2.0 Pro Ghi,Ghi,Unknown,False
1010020000050000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_15 Cam",Cam,Unknown,False
000231003022000,Xe đạp Thống Nhất M2601 Xanh dương,Xanh dương,Unknown,False
000304002019000,Xe đạp Thống Nhất MTB 20-04 Tem Vàng,Vàng,Unknown,False
000305002022000,Xe đạp Thống Nhất MTB 20-05 Xanh dương,Xanh dương,Unknown,False
000209002007000,Xe đạp Thống Nhất 219-26 Coban,Coban,Unknown,False
000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,Unknown,False
000131002004005,Xe đạp Thống Nhất GN 06 20 2024 Đỏ,Đỏ,Unknown,False
000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,Unknown,False
000131002019002,Xe đạp Thống Nhất GN 06 20 2024 Vàng,Vàng,Unknown,False
000225002024000,Xe đạp Thống Nhất New 26 Tím,Tím,Unknown,False
000216002001000,Xe đạp Thống Nhất GN 06-24 Đen,Đen,Unknown,False
000124002024000,Xe đạp Thống Nhất Neo 2004 Tím,Tím,Unknown,False
1000330010090000,"Xe đạp Thống Nhất The Powerpuff Girls 16"" Hồng",Hồng,Unknown,False
1000340010240000,"Xe đạp Thống Nhất TE The Powerpuff Girls 12"" Tím",Tím,Unknown,False
000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,Unknown,False
1010020010050000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Cam",Cam,Unknown,False
1010020010220000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Xanh dương",Xanh dương,Unknown,False
1000300050200000,Xe đạp Thống Nhất MTB SPD 27.5 (xanh da trời),trời,Unknown,False
000334002001000,Xe đạp Thống Nhất Super 20 Đen,Đen,Unknown,False
000305002001000,Xe đạp Thống Nhất MTB 20-05 Đen,Đen,Unknown,False
000335002004000,Xe đạp Thống Nhất Super 24 Đỏ,Đỏ,Unknown,False
000334002013000,Xe đạp Thống Nhất Super 20 Xanh,Xanh,Unknown,False
000334002004000,Xe đạp Thống Nhất Super 20 Đỏ,Đỏ,Unknown,False
000116002023000,Xe đạp thống nhất TE Love 16 Kem,Kem,Unknown,False
000131002004000,Xe đạp Thống Nhất GN 06 20 Đỏ tươi,Đỏ tươi,Unknown,False
100028005008000,Xe đạp Thống Nhất MTB Cyper 27.5 Ghi,Ghi,Unknown,False
100035005001000,"Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Đen",Đen,Unknown,False
000231003023000,Xe đạp Thống Nhất M2601 Đen Tem Xanh,Xanh,Unknown,False
1000310050080000,Xe đạp Thống Nhất Road RPD 700C Ghi,Ghi,Unknown,False
1000310050010000,Xe đạp Thống Nhất Road RPD 700C Đen,Đen,Unknown,False
000490002007000,Xe đạp đôi Thống Nhất 26 Coban,Coban,Unknown,False
000490002004000,Xe đạp đôi Thống Nhất 26 Đỏ tươi,Đỏ tươi,Unknown,False
000490002009000,Xe đạp đôi Thống Nhất 26 Hồng,Hồng,Unknown,False
000217004022000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Xanh dương,Xanh dương,Unknown,False
000208002003000,Xe đạp Thống Nhất 219-24 Đỏ đun,Đỏ đun,Unknown,False
000324000100000,Xe đạp Thống Nhất MTB 26-05_2023 Xanh rêu,rêu,Unknown,False
000209002003000,Xe đạp Thống Nhất 219-26 Đỏ đun,Đỏ đun,Unknown,False
000122002009000,Xe đạp Thống Nhất Neo 20-02 Hồng,Hồng,Unknown,False
000122002004000,Xe đạp Thống Nhất Neo 20-02 Đỏ tươi,Đỏ tươi,Unknown,False
000122002002000,Xe đạp Thống Nhất Neo 20-02 Trắng,Trắng,Unknown,False
000122002007000,Xe đạp Thống Nhất Neo 20-02 Coban,Coban,Unknown,False
1000310050200000,Xe đạp Thống Nhất Road RPD 700C Xanh da trời,trời,Unknown,False
1060010000200000,Xe đạp Thống Nhất TE Super Man 16 Xanh,Xanh,Unknown,False
000224002024000,Xe đạp Thống Nhất New 24 Tím,Tím,Unknown,False
000218002003000,Xe đạp Thống Nhất GN 06-27 Đỏ đun,Đỏ đun,Unknown,False
000227002014000,Xe đạp Thống Nhất LD 24-02 Xanh Santorini,Xanh Santorini,Unknown,False
000304002020000,Xe đạp Thống Nhất MTB 20-04 Tem Xanh da trời,trời,Unknown,False
000216002003000,Xe đạp Thống Nhất GN 06-24 Đỏ đun,Đỏ đun,Unknown,False
000413002018000,Xe đạp Thống Nhất Highway 27.5 Đen mờ,mờ,Unknown,False
000226002014000,Xe đạp Thống Nhất LD 24-01 Xanh Santorini,Xanh Santorini,Unknown,False
1010020010080000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Ghi",Ghi,Unknown,False
000230002002000,Xe đạp Thống Nhất LD 26 Trắng,Trắng,Unknown,False
000231003002001,Xe đạp Thống Nhất M2601 Shimano Trắng (tem tím),tím,Unknown,False
000231003005001,Xe đạp Thống Nhất M2601 Shimano Đen (tem cam),cam,Unknown,False
000123002004000,Xe đạp Thống Nhất Neo 20-03 Đỏ tươi,Đỏ tươi,Unknown,False
1010020000080000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_15 Ghi",Ghi,Unknown,False
000218004008001,Xe đạp Thống Nhất GN 06-27 2.0 Pro Shimano Ghi,Ghi,Unknown,False
000217004008001,Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Ghi,Ghi,Unknown,False
000115002019001,Xe đạp Thống Nhất 16 Ben 10 màu vàng,vàng,Unknown,False
000124002004000,Xe đạp Thống Nhất Neo 2004 Đỏ tươi,Đỏ tươi,Unknown,False
000231003022001,Xe đạp Thống Nhất M2601 Shimano Xanh (tem trắng),trắng,Unknown,False
000231003023001,Xe đạp Thống Nhất M2601 Shimano Đen (tem xanh),xanh,Unknown,False
000114002000000,Xe đạp Thống Nhất TE 16-04,16-04,Unknown,False
000218004009001,Xe đạp Thống Nhất GN 06-27 2.0 Pro BLACKPINK,BLACKPINK,Unknown,False
000217004022001,Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Xanh,Xanh,Unknown,False
000224002007000,Xe đạp Thống Nhất New 24 Coban,Coban,Unknown,False
000303002005000,Xe đạp Thống Nhất MTB 20-03 Tem cam,Tem cam,Unknown,False
000303002019000,Xe đạp Thống Nhất MTB 20-03 Tem Vàng,Vàng,Unknown,False
000303002004000,Xe đạp Thống Nhất MTB 20-03 Tem đỏ,Tem đỏ,Unknown,False
000304002005000,Xe đạp Thống Nhất MTB 20-04 Tem cam,Tem cam,Unknown,False
000303002003000,Xe đạp Thống Nhất MTB 20-03 Đỏ đun,Đỏ đun,Unknown,False
000123002002000,Xe đạp Thống Nhất Neo 20-03 Trắng,Trắng,Unknown,False
000230002001000,Xe đạp Thống Nhất M 27-01 Đen,Đen,Unknown,False
000230002027000,Xe đạp Thống Nhất M 27-01 Xanh nước biển,Xanh nước biển,Unknown,False
000331002001000,Xe đạp Thống Nhất MTB 26-02 đen,đen,Unknown,False
000104002009000,Xe đạp Thống Nhất Tom & Jerry 14 Hồng,Hồng,Unknown,False
1010030010130000,Xe đạp Thống Nhất GRX 2.0 Xanh lá,Xanh lá,Unknown,False
000333002008000,Xe đạp Thống Nhất Super 26 S ghi,ghi,Unknown,False
000230002013000,Xe đạp Thống Nhất LD 26 Pastel Xanh,Pastel Xanh,Unknown,False
1000320050010000,Xe đạp Thống Nhất Road RPD 700C V5 Đen,Đen,Unknown,False
1000320050020000,Xe đạp Thống Nhất Road RPD 700C V5 Trắng,Trắng,Unknown,False
000232003008000,Xe đạp Thống Nhất MS 27.5 Ghi,Ghi,Unknown,False
000232003002000,Xe đạp Thống Nhất MS 27.5 Trắng,Trắng,Unknown,False
000336002001000,Xe đạp Thống Nhất SK 20 đen,đen,Unknown,False
000336002004000,Xe đạp Thống Nhất SK 20 đỏ,đỏ,Unknown,False
000336002022000,Xe đạp Thống Nhất SK 20 xanh,xanh,Unknown,False
100029005010000,Xe đạp Thống Nhất CPD 700C Đen,Đen,Unknown,False
1000400050020000,Xe đạp Thống Nhất MTB SPD 27.5 17 Trắng,Trắng,Unknown,False
1000400050010000,Xe đạp Thống Nhất MTB SPD 27.5 17 Đen,Đen,Unknown,False
000337002001000,Xe đạp Thống Nhất SK 24 đen,đen,Unknown,False
000337002008000,Xe đạp Thống Nhất SK 24 ghi,ghi,Unknown,False
000230002014000,Xe đạp Thống Nhất LD 26 Xanh Santorini,Xanh Santorini,Unknown,False
000230002009000,Xe đạp Thống Nhất LD 26 Pastel Hồng,Hồng,Unknown,False
1000400050080010,Xe đạp Thống Nhất MTB SPD 27.5 17 Ghi,Ghi,Unknown,False
1000400050200000,Xe đạp Thống Nhất MTB SPD 27.5 17 Xanh,Xanh,Unknown,False
100029005090000,Xe đạp Thống Nhất CPD 700C Hồng,Hồng,Unknown,False
000230002023000,Xe đạp Thống Nhất LD 26 Kem,Kem,Unknown,False
100029005220000,Xe đạp Thống Nhất CPD 700C Xanh,Xanh,Unknown,False
100029005080000,Xe đạp Thống Nhất CPD 700C Ghi,Ghi,Unknown,False
000122002009001,Xe đạp Thống Nhất Bubbles 20 Hồng dạ quang,quang,Unknown,False
000122002019000,Xe đạp Thống Nhất Bubbles 20 Vàng chanh,chanh,Unknown,False
000122002022000,Xe đạp Thống Nhất Bubbles 20 Xanh,Xanh,Unknown,False
000122002024000,Xe đạp Thống Nhất Bubbles 20 Tím dạ quang,quang,Unknown,False
000219002023000,Xe đạp Thống Nhất GN 2.0 700C Kem,Kem,Unknown,False
000105002013000,Xe đạp Thống Nhất Batwheels 12 Xanh,Xanh,Unknown,False
000105002004000,Xe đạp Thống Nhất Batwheels 12 Đỏ,Đỏ,Unknown,False
000106002004000,Xe đạp Thống Nhất Batwheels 16 Đỏ,Đỏ,Unknown,False
000102002023000,Xe đạp Thống Nhất We Bare Bears 12 Kem,Kem,Unknown,False
1000320050200000,Xe đạp Thống Nhất Road RPD 700C V5 Xanh da trời,trời,Unknown,False
000219002022000,Xe đạp Thống Nhất GN 2.0 700C Xanh,Xanh,Unknown,False
000333002022002,Xe đạp Thống Nhất Super 26 S xanh,xanh,Unknown,False
000132002022001,Xe đạp Thống Nhất GN 2.0 20 xanh - Superman,Superman,Unknown,False
000132002003001,Xe đạp Thống Nhất GN 2.0 20 đỏ - Wonderwoman,Wonderwoman,Unknown,False
000103002009000,Xe đạp Thống Nhất We Bare Bears 16 Hồng,Hồng,Unknown,False
000106002001000,Xe đạp Thống Nhất Batwheels 16 Đen,Đen,Unknown,False
000106002013000,Xe đạp Thống Nhất Batwheels 16 Xanh,Xanh,Unknown,False
000337002022000,Xe đạp Thống Nhất SK 24 xanh,xanh,Unknown,False
1000400050090000,Xe đạp Thống Nhất MTB SPD 27.5 15 Hồng,Hồng,Unknown,False
000104002020000,Xe đạp Thống Nhất Tom & Jerry 14 Xanh da trời,trời,Unknown,False
000303002020000,Xe đạp Thống Nhất MTB 20-03 Tem Xanh da trời,trời,Unknown,False
000231002002000,Xe đạp Thống Nhất LD 26 We Bare Bears Trắng,Trắng,Unknown,False
000231002023000,Xe đạp Thống Nhất LD 26 We Bare Bears Kem,Kem,Unknown,False
000103002025000,Xe đạp Thống Nhất We Bare Bears 16 Xanh Mint,Mint,Unknown,False
000219002012000,Xe đạp Thống Nhất GN 2.0 700C Ghi,Ghi,Unknown,False
000232003009000,Xe đạp Thống Nhất MS 27.5 Hồng,Hồng,Unknown,False
1010030010220000,Xe đạp Thống Nhất GRX 2.0 Xanh dương,Xanh dương,Unknown,False
1000400050080000,Xe đạp Thống Nhất MTB SPD 27.5 15 Ghi,Ghi,Unknown,False
000102002009000,Xe đạp Thống Nhất We Bare Bears 12 Hồng,Hồng,Unknown,False
000132002001001,Xe đạp Thống Nhất GN 2.0 20 đen - Bat man,Bat man,Unknown,False
000233003022001,Xe đạp Thống Nhất MS Superman 27.5 DC xanh,xanh,Unknown,False
000406002004000,Xe đạp Thống Nhất nam 0209 đỏ đậm,đậm,Unknown,False
000225002002001,Xe đạp Thống Nhất New 26 Trắng DA HP,HP,Unknown,False
000225002007001,Xe đạp Thống Nhất New 26 Xanh DA HP,HP,Unknown,False
000225002004001,Xe đạp Thống Nhất New 26 màu đỏ DA HP,HP,Unknown,False
000225002015001,Xe đạp Thống Nhất New 26 Café/nâu DA HP,HP,Unknown,False
000333002001003,Xe đạp Thống Nhất Super 26 S đen DA HP,HP,Unknown,False
000333002022003,Xe đạp Thống Nhất Super 26 S xanh DA HP,HP,Unknown,False
000333002008003,Xe đạp Thống Nhất Super 26 S ghi DA HP,HP,Unknown,False
000407002019000,Xe đạp Thống Nhất nữ 0209 Base vàng cánh gián,gián,Unknown,False
000419002015000,Xe đạp Thống Nhất nam 0209 Base nâu,nâu,Unknown,False
000407002010000,Xe đạp Thống Nhất nữ 0209 Base xanh,xanh,Unknown,False
000103002023000,Xe đạp Thống Nhất We Bare Bears 16 Kem,Kem,Unknown,False
1000320010040000,"Xe đạp Thống Nhất Wonder Woman 20"" Đỏ",Đỏ,Unknown,False
1010130010220000,Xe đạp Thống Nhất REX Xanh dương,Xanh dương,Unknown,False
000217002007001,Xe đạp Thống Nhất GN 06 26 D Coban,Coban,Unknown,False
1010130010050000,Xe đạp Thống Nhất REX Cam,Cam,Unknown,False
000333002001002,Xe đạp Thống Nhất Super 26 S đen,đen,Unknown,False
1010030010260000,Xe đạp Thống Nhất GRX 2.0 Be,Be,Unknown,False
