customer_code,customer_name,address,province_name_extract,province_id,province_name
KH-00531,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,"Xã Vật Lại, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00532,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,"Phường Sơn Tây, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00534,DOANH NGHIỆP TW AN PHÁT,"Phố Me, Xã Tam Dương, Tỉnh Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00533,CÔNG TY TNHH YÊN BÌNH,"Khu phố II, Xã Bình Nguyên, Tỉnh Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00535,CỬA HÀNG XE ĐẠP QUANG VINH,"đường Nguyễn Tất Thành, Phường Vĩnh Phúc, Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00536,CỬA HÀNG XE ĐẠP LONG PHÚ,"tòa nhà CT1 Khu Nhà Bắc Linh Đàm, Phường Định Công, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00537,CÔNG TY CỔ PHẦN ĐÔNG NAM,"Thị trấn Đồng Tâm, Huyện Chợ mới, Bắc Kạn",Bắc Kạn,6,Bắc Kạn
KH-00538,HỘ KINH DOANH PHÚC AN,"Xã Nguyên Bình, Cao Bằng",Cao Bằng,14,Cao Bằng
KH-00539,CỬA HÀNG XE ĐẠP CHI THÀNH,"Pháp, Xã Điềm Thụy, Thái Nguyên",Thái Nguyên,54,Thái Nguyên
KH-00540,CÔNG TY TNHH NGỌC ANH,"Đường vành đai, Thôn Thượng, Xã Sơn Đồng, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00541,HỘ KINH DOANH SÁN LẠP,"Khu du lịch Xuân Thiều, Phường Hải Vân, TP Đà Nẵng",Đà Nẵng,16,Đà Nẵng
KH-00542,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,"Xã Chi Lăng, Lạng Sơn",Lạng Sơn,36,Lạng Sơn
KH-00543,CÔNG TY CỔ PHẦN SƠN HÀ,"đường Cầu Diễn, Phường Xuân Phương, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00544,DOANH NGHIỆP TW VIỆT ANH,"tổ 3, Phường Kiến Hưng, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00545,CÔNG TY CỔ PHẦN AN PHÁT,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",Hòa Bình,29,Hòa Bình
KH-00546,CÔNG TY CỔ PHẦN SÁN LẠP,"TDP Thượng Giang, Xã Lệ Thủy, Quảng Trị",Quảng Trị,49,Quảng Trị
KH-00547,DOANH NGHIỆP TW THANH BÌNH,"Xã Mộ Đức, Quảng Ngãi",Quảng Ngãi,47,Quảng Ngãi
KH-00548,CÔNG TY TNHH KHẢI HOÀN,"Trần Hưng Đạo, KP3, Phường Quảng Trị, Quảng Trị",Quảng Trị,49,Quảng Trị
KH-00549,CỬA HÀNG XE ĐẠP TÚ ANH,"K8 thị trấn Hạ Hoà, Xã Hạ Hòa, Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00550,CÔNG TY TNHH ĐÔNG NAM,"Khu Tân Tiến, Xã Cẩm Khê, Tỉnh Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00551,CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP,"phố Phú Bình, Phường Phong Châu, Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00552,CỬA HÀNG XE ĐẠP YÊN BÌNH,"Khu 7, Xã Phùng Nguyên, Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,"Tây Sơn, Phường Đống Đa, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00554,CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP,"TDP Phượng Bãi, Phường Chương Mỹ, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00555,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,"Chợ Lương, Phường Đồng Văn, Ninh Bình",Ninh Bình,41,Ninh Bình
KH-00556,DOANH NGHIỆP TW THIÊN AN,"XÓM GIAO THÔNG, Xã An Khánh, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00557,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,"Phố Bà Triệu, Phường Cửa Nam, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,"phố Xã Đàn, Phường Văn Miếu - Quốc Tử Giám, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00559,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,"Trần Hưng Đạo, Phường Sầm Sơn, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00560,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,"Xã Vĩnh Hải(Hết hiệu lực), Thành phố Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00561,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,"Thửa 110, tờ bản đồ 71, tổ dân phố Hương, Phường Tân An, Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00562,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,"Quang Trung, Phường Hà Đông, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00563,HỘ KINH DOANH YÊN BÌNH,"đường Phạm Văn Đồng, Phường Đông Ngạc, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00564,CỬA HÀNG XE ĐẠP SÁN LẠP,"Xã Quang Lịch, Huyện Kiến Xương, Thái Bình",Thái Bình,53,Thái Bình
KH-00565,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,"Xã Kiến Hải, Thành phố Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00566,DOANH NGHIỆP TW PHÚ THỊNH,"KP Tân Hoà, Xã Vĩnh Bảo, Thành phố Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00567,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,"Phường An Phong, TP Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00568,DOANH NGHIỆP TW NGỌC ANH,"Tô Hiệu, Phường Lê Chân, TP Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00569,CÔNG TY TNHH VẠN LỢI,"Hòa Vang 3, Xã Hưng Lộc, TP Huế",Thừa Thiên Huế,56,Thừa Thiên Huế
KH-00570,HỘ KINH DOANH TOÀN THẮNG,"(Tầng 1+2) Lê Lợi, Phường Gia Viên, Thành phố Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00571,CỬA HÀNG XE ĐẠP THUỶ TIÊN,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",Tuyên Quang,59,Tuyên Quang
KH-00572,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,"Đông Hải 1, Phường Cẩm Phả, Tỉnh Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00573,DOANH NGHIỆP TW THANH BÌNH,"SN: 35, tổ 1, khu 4A, Phường Cẩm Phả, Tỉnh Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00574,CỬA HÀNG XE ĐẠP LONG PHÚ,"Số:466,tổ 109,khu 8 B, Phường Cửa Ông, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00575,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,"Vườn Trầu 022, Phường Móng Cái 1, Tỉnh Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00576,DOANH NGHIỆP TW THIÊN AN,"khu Trới 10, phường Hoành Bồ, TP. Hạ Long, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00577,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,"Cổng phụ trường THPT Hùng Vương, Xã Như Quỳnh, Tỉnh Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00578,DOANH NGHIỆP TW NGỌC ANH,"thôn Thụy Khuê, Xã Quốc Oai, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00579,CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG,"Tổ 1, khu 3A, Phường Cẩm Phả, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00580,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,"Mẹ Thứ, Phường Hòa Xuân, Thành phố Đà Nẵng",Đà Nẵng,16,Đà Nẵng
KH-00581,DOANH NGHIỆP TW SƠN HÀ,"Phường Điện Biên Phủ, Tỉnh Điện Biên",Điện Biên,19,Điện Biên
KH-00582,HỘ KINH DOANH LONG PHÚ,"Tổ 2, Phường Mường Thanh, Điện Biên",Điện Biên,19,Điện Biên
KH-00583,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,"Ngô Quyền, Phường An Hải, Thành phố Đà Nẵng",Đà Nẵng,16,Đà Nẵng
KH-00584,CÔNG TY TNHH CHI THÀNH,"phố Trương Công Giai, Phường Cầu Giấy, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00585,CÔNG TY TNHH TÂY BẮC,"Đồng Mon Đại Lý Việt Hưng, Phường Bình Thuận, Tuyên Quang",Bình Thuận,12,Bình Thuận
KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,"Khu 22, Xã Tu Vũ, Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00587,DOANH NGHIỆP TW AN PHÁT,"Minh Cường, Xã Phú Xuyên, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,"Xã Phú Xuyên, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00589,DOANH NGHIỆP TW KHẢI HOÀN,"đường Louis II, KĐT Louis City, Phường Đại Mỗ, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00590,CÔNG TY TNHH TOÀN THẮNG,"Khu công nghiệp Lễ Môn, Phường Quảng Phú, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00591,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,"TTTM Mandarin Garden 2, Số 99 Tân Mai, Phường Tương Mai, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00592,CỬA HÀNG XE ĐẠP SÁN LẠP,"Phường Hội An Đông, TP Đà Nẵng",Đà Nẵng,16,Đà Nẵng
KH-00593,CÔNG TY CỔ PHẦN NGỌC ANH,"Km 9, đường Võ Văn Kiệt, Xã Quang Minh, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00594,DOANH NGHIỆP TW LONG PHÚ,"Khối 4, Xã Yên Thành, Tỉnh Nghệ An, Việt Nam",Nghệ An,40,Nghệ An
KH-00595,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,"Đường Trần Phú, Tổ 21, Phường Hà Giang 2, Tuyên Quang",Hà Giang,23,Hà Giang
KH-00596,DOANH NGHIỆP TW THUỶ TIÊN,"KDC mới, Xã Nam An Phụ, TP Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00597,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,"Đại Tân, Phường Trần Nhân Tông, TP Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00598,DOANH NGHIỆP TW SƠN HÀ,"Phao Sơn, Phường Chí Linh, Thành phố Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00599,CÔNG TY CỔ PHẦN XÂY DỰNG,"Trần Đăng Ninh, Phường Nam Định, Tỉnh Ninh Bình",Nam Định,39,Nam Định
KH-00600,CỬA HÀNG XE ĐẠP TOÀN THẮNG,"tổ 5, Xã Phụ Dực, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00601,HỘ KINH DOANH PHÚ THỊNH,"Lê Hồng Phong, Phường Hà Đông, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00602,CÔNG TY TNHH THƯƠNG MẠI THIÊN AN,"Xã Trần Phú, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00603,CÔNG TY CỔ PHẦN QUANG VINH,"Khối Thanh Chiếm, Phường Hội An Tây, Thành phố Đà Nẵng",Đà Nẵng,16,Đà Nẵng
KH-00604,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚC AN,"Phan Châu Trinh, Phường Hương Trà, Thành phố Đà Nẵng",Đà Nẵng,16,Đà Nẵng
KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,"Tổ dân phố Lê Duẩn, Phường Kiến An, TP Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00606,CỬA HÀNG XE ĐẠP BÌNH MINH,"Đức Nghiêm, Xã Hoàng Vân, Tỉnh Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00607,CÔNG TY TNHH TÚ ANH,"Khối 3, Xã Đô Lương, Nghệ An",Nghệ An,40,Nghệ An
KH-00608,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,"TDP 3, Xã Hoàn Lão, Quảng Trị",Quảng Trị,49,Quảng Trị
KH-00609,DOANH NGHIỆP TW NGỌC ANH,"Đội 3, thôn Dị Chế, , Tỉnh Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00610,DOANH NGHIỆP TW HÙNG CƯỜNG,"Xã Nam Thái Ninh, Tỉnh Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00611,CÔNG TY TNHH VIỆT ANH,"Xã Đồng Tiến, Huyện Quỳnh Phụ, Thái Bình",Thái Bình,53,Thái Bình
KH-00612,DOANH NGHIỆP TW XÂY DỰNG,"Phường Bạch Đằng, TP Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00613,DOANH NGHIỆP TW HÙNG CƯỜNG,"Phường Hiệp Hòa, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00614,CỬA HÀNG XE ĐẠP NAM TIẾN,"Khu 7, Đặc khu Vân Đồn, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00615,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,"Thị tứ Đồng Gia, Xã Kim Thành, Thành phố Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00616,CÔNG TY CỔ PHẦN TRÍ ĐỨC,"Ngõ 19, đường Tô Ngọc Vân, Phường Tây Hồ, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00617,CÔNG TY CỔ PHẦN ĐẠI LỢI,"đường Nguyễn Văn Linh, Phường Phúc Lợi, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00618,HỘ KINH DOANH ĐÔNG NAM,"xã An Châu, Tỉnh Nghệ An",Nghệ An,40,Nghệ An
KH-00619,CỬA HÀNG XE ĐẠP VĨNH PHÁT,"Phan Triêm, Phường Hòa Xuân, TP Đà Nẵng",Đà Nẵng,16,Đà Nẵng
KH-00620,CỬA HÀNG XE ĐẠP ĐẠI DƯƠNG,"phố Đồng Phú, Xã Kỳ Anh, Hà Tĩnh",Hà Tĩnh,25,Hà Tĩnh
KH-00621,CÔNG TY TNHH SƠN HÀ,"TTTM chợ Đồng Than, Xã Hoàn Long, Tỉnh Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00622,CÔNG TY CỔ PHẦN XUÂN MAI,"đường Hoàng Quốc Việt, tổ 2, Bắc Lệnh, Phường Cam Đường, Lào Cai",Lào Cai,37,Lào Cai
KH-00623,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,"SN;231 tổ 32 khu 4A, Phường Cửa Ông, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00629,CÔNG TY TNHH ĐÔNG NAM,"Xã Lý Nhân, Ninh Bình",Ninh Bình,41,Ninh Bình
KH-00624,CÔNG TY TNHH THƯƠNG MẠI HÙNG CƯỜNG,"Khu Lạch Đồng Giếng, Thôn Quyết Tiến, Xã Trần Phú, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00625,CÔNG TY TNHH MINH PHƯƠNG,"Xã Hồng Vân, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00626,CÔNG TY TNHH AN PHÁT,"TT Liễu Đề, Xã Nghĩa Hưng, Ninh Bình",Ninh Bình,41,Ninh Bình
KH-00627,CÔNG TY CỔ PHẦN KHẢI HOÀN,"Phan Kế Bính, Phường Giảng Võ, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00628,CỬA HÀNG XE ĐẠP PHÚ THỊNH,"Xã Quỳnh Lưu, Xã Quỳnh Lưu, Tỉnh Ninh Bình",Ninh Bình,41,Ninh Bình
KH-00630,CÔNG TY TNHH THƯƠNG MẠI ĐẠI DƯƠNG,"phố Vũ Xuân Thiều, Phường Phúc Lợi, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00631,CÔNG TY TNHH VIỆT ANH,"Đường Chợ Bún, Xã Bát Tràng, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00632,CỬA HÀNG XE ĐẠP LONG PHÚ,"Xã Quang Trung, Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00633,DOANH NGHIỆP TW KHẢI HOÀN,"Xã Ngọc Lý, Huyện Tân Yên, Bắc Giang",Bắc Giang,5,Bắc Giang
KH-00634,CÔNG TY CỔ PHẦN TRÍ ĐỨC,"Xã Yên Lãng, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00635,DOANH NGHIỆP TW ĐẠI LỢI,"Xã Vạn Phú, Thái Nguyên",Thái Nguyên,54,Thái Nguyên
KH-00636,CỬA HÀNG XE ĐẠP YÊN BÌNH,"Phố Yên Sở, Phường Hoàng Mai, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00637,CỬA HÀNG XE ĐẠP ĐẠI DƯƠNG,"Cầu Xây, Xã Kim Anh, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00638,CÔNG TY CỔ PHẦN THƯƠNG MẠI THANH BÌNH,"Lương Hội, Xã Lương Bằng, Tỉnh Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00639,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,"Quốc lộ 45, Thôn Tân Ngữ 2, Xã Yên Định, Tỉnh Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00640,CÔNG TY TNHH XUÂN MAI,"Khu 1, Xã Vĩnh Lộc, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00641,DOANH NGHIỆP TW ĐÔNG NAM,"ngách 127/32 Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00642,CÔNG TY CỔ PHẦN HOÀ BÌNH,"Liền kề 8 - Ô 31 - Khu đô thị mới Tân Tây Đô, Xã Ô Diên, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00643,CÔNG TY TNHH TÂY BẮC,"NP2- 10 MBQH trung tâm thương mại Đại Siêu Thị Big C, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00644,HỘ KINH DOANH THUỶ TIÊN,"Xã Đông Ngũ, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00645,CỬA HÀNG XE ĐẠP QUANG VINH,"TK Đồng Văn, Xã Đồng Lê, Quảng Trị",Quảng Trị,49,Quảng Trị
KH-00646,DOANH NGHIỆP TW ĐẠI DƯƠNG,"Xã Phụng Công, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00647,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,"đường 422, cụm 13, Xã Ô Diên, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00648,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,"Khu Long Vân, Xã Vân Du, Tỉnh Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00649,CÔNG TY CỔ PHẦN ĐÔNG NAM,"Khu Ba Đề, Xã Yên Lãng, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00650,DOANH NGHIỆP TW HOÀ BÌNH,"Cầu Đào, Thị trấn Nhân Thắng(Hết hiệu lưc), Tỉnh Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00651,CÔNG TY TNHH CHI THÀNH,"Xã Đại Đồng, tỉnh Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00652,DOANH NGHIỆP TW XUÂN MAI,"Đường Quốc lộ 45, Khu phố 2, Xã Thiệu Hóa, Tỉnh Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00653,HỘ KINH DOANH SƠN HÀ,"thôn Hạ Lôi, Xã Mê Linh, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00654,HỘ KINH DOANH TÂY BẮC,"Thửa đất 23, tờ bản đồ 02, thôn Dương Huy, Phường Vân Hà, Tỉnh Bắc Ninh, Việt Nam",Bắc Ninh,7,Bắc Ninh
KH-00655,HỘ KINH DOANH TÂN TIẾN,"Xã Cẩm Trung, Hà Tĩnh",Hà Tĩnh,25,Hà Tĩnh
KH-00656,CỬA HÀNG XE ĐẠP VĨNH PHÁT,"Phố Giếng Khía, Xã Gia Lộc, TP Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00657,CÔNG TY TNHH KHẢI HOÀN,"Phố Sàn, Xã Lục Nam, Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00658,DOANH NGHIỆP TW VĨNH PHÁT,"đường Nguyễn Công Trứ, khối 1, Phường Trường Vinh, Nghệ An",Nghệ An,40,Nghệ An
KH-00659,CỬA HÀNG XE ĐẠP QUANG VINH,"Xã Hợp Lý, Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00660,CÔNG TY CỔ PHẦN THƯƠNG MẠI TOÀN THẮNG,"Thôn La Văn Cầu, Xã Nam Sách, TP Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00661,HỘ KINH DOANH QUANG VINH,"đường 70, Phường Thanh Liệt, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00662,DOANH NGHIỆP TW ĐẠI DƯƠNG,"Cầu Tó, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00663,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,"Tổ dân phố Hòa Sơn, Phường Chương Mỹ, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00664,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,"Xã Hòa Xá, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00665,CÔNG TY CỔ PHẦN TÂY BẮC,"Hoàng Đạo Thành, Phường Khương Đình, Hà Nội",Hà Nội,1,Hà Nội
KH-00666,CÔNG TY CỔ PHẦN TÂN TIẾN,"Đường Minh Khai, Phường Tương Mai, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00667,CÔNG TY CỔ PHẦN MINH PHƯƠNG,"Phạm Văn Đồng, Khối 2, Xã Núi Thành, Thành phố Đà Nẵng",Đà Nẵng,16,Đà Nẵng
KH-00668,CỬA HÀNG XE ĐẠP AN PHÁT,"Xã Tiên Lãng, Thành phố Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00669,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,"Xã Thiên Lộc, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00670,CỬA HÀNG XE ĐẠP THIÊN AN,"Xã cẩm trung , Huyện Cẩm xuyên , Tĩnh Hà Tĩnh",Hà Tĩnh,25,Hà Tĩnh
KH-00671,HỘ KINH DOANH VIỆT ANH,"Đường Xuân Thủy, Phường Cầu Giấy, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00672,CÔNG TY CỔ PHẦN TÂN TIẾN,"đường Cầu Diễn, Phường Phú Diễn, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00673,CỬA HÀNG XE ĐẠP HÙNG CƯỜNG,"đường Hồ Tùng Mậu, Phường Phú Diễn, TP Hà Nội",Hà Nội,1,Hà Nội
